"","Company","Job_post","Job_location","Salary_in_thousands","Experience_in_years","Skills"
"592","Search Folks","IT_Engineer","Bangalore",417,2,"software development | programming | object-oriented design"
"593","Raghava Warehousing & Logistic Services Pvtd Ltd","IT_Engineer","India",232,2,"analytical abilities | problem solving | software development"
"594","ASSPL - Haryana","IT_Engineer","Delhi",243,2,"analytical abilities | debugging | software development"
"595","Pixon Green Energy Pvt Ltd","IT_Engineer","Rajkot",496,4,"software development | analytical abilities | problem solving"
"596","Cybrom Technology Pvt Ltd","IT_Engineer","Bhopal",321,2,"programming | debugging | analytical abilities"
"597","M square Media (Focal Support Service)","IT_Engineer","Bangalore",358,2,"analytical abilities | programming | object-oriented design"
"598","Paxcom India Pvt. Ltd. - A Paymentus Company","IT_Engineer","Gurgaon",463,3,"software development | debugging | programming"
"599","Indojaya Bpo Pvt Ltd","IT_Engineer","Noida",213,4,"programming | analytical abilities | problem solving"
"600","Fleurdelis Technologies Pvt Ltd","IT_Engineer","Bangalore",482,3,"software development | debugging | programming"
"601","Yash Technologies","IT_Engineer","Bangalore",466,2,"analytical abilities | programming | object-oriented design"
"602","The Balaji Grand Bazar","IT_Engineer","Hyderabad",483,3,"problem solving | software development | debugging"
"603","KR Elixir","IT_Engineer","Bangalore",376,4,"debugging | software development | programming"
"604","Divorcekart","IT_Engineer","Pune",259,4,"debugging | programming | analytical abilities"
"605","START WORK","IT_Engineer","Thane",377,4,"object-oriented design | debugging | problem solving"
"606","Cisen Pharmaceuticals India Private Limited","IT_Engineer","Verna",308,2,"analytical abilities | programming | problem solving"
"607","SRP Digital Services Pvt. Ltd.","IT_Engineer","Mohali",472,2,"software development | object-oriented design | debugging"
"608","cashbee technology pvt ltd","IT_Engineer","Gurgaon",305,3,"analytical abilities | software development | programming"
"609","Protech Engineeirng & Controls Pvt Ltd","ENTC_Engineer","Mumbai",384,2,"programming | hardware | analog"
"610","GVM RAIL PRIVATE LIMITED","ENTC_Engineer","Mohali",365,4,"analog | programming | hardware"
"611","iTeck solutions","ENTC_Engineer","Thrissur",397,2,"system design | analog | circuit design"
"612","Valetude Primus Healthcare Pvt. Ltd.","ENTC_Engineer","New Delhi",502,2,"system design | hardware | aptitude for maths"
"613","Astromeda Space Pvt Ltd","ENTC_Engineer","Bangalore Rural",598,4,"system design | analog | hardware"
"614","Metro Multimedia Technologies(Digital)","ENTC_Engineer","Mumbai",487,3,"analog | circuit design | programming"
"615","Computer Engineer","ENTC_Engineer","Hyderabad",404,4,"circuit design | system design | hardware"
"616","Dinfotech","ENTC_Engineer","Hyderabad",455,4,"system design | programming | circuit design"
"617","Garima Impex","ENTC_Engineer","Shahdara",332,2,"circuit design | system design | hardware"
"618","Maxim Integrated","ENTC_Engineer","Gandhinagar",472,3,"analog | system design | programming"
"619","AI Engineer","ENTC_Engineer","Shiliguri",341,3,"analog | hardware | programming"
"620","Electronics Engineer","ENTC_Engineer","Asansol",489,4,"hardware | system design | programming"
"621","AI Engineer","ENTC_Engineer","Warangal",321,3,"system design | circuit design | aptitude for maths"
"622","ASTHRA PROJECTS GROUP","ENTC_Engineer","Hyderabad",366,3,"programming | analog | circuit design"
"623","Metro Jobs Consultants","ENTC_Engineer","Delhi",545,4,"system design | analog | hardware"
"624","Innovate Tech S India","ENTC_Engineer","Delhi",383,3,"hardware | aptitude for maths | programming"
"625","Electrical / Electronics Engineer","ENTC_Engineer","Visakhapatnam",365,3,"circuit design | analog | hardware"
"626","Cadx Tools and Technologies PVt Ltd/Novation Hub Pvt. Ltd.","ENTC_Engineer","Bhopal",427,4,"circuit design | analog | hardware"
"627","Solitaire Infotech Solution","ENTC_Engineer","Kurnool",421,4,"system design | hardware | circuit design"
"628","Coord Automation","ENTC_Engineer","Navi Mumbai",569,2,"analog | hardware | aptitude for maths"
"629","AJ Career","ENTC_Engineer","Bangalore",471,2,"system design | circuit design | hardware"
"630","Bharat Service","ENTC_Engineer","Chennai",503,4,"programming | system design | analog"
"631","Siemens Limited","Technical_Engineer","Goa",387,3,"programming | aptitude for maths | system design"
"632","Solitaire Infotech Solution","ENTC_Engineer","Hyderabad",391,3,"system design | hardware | analog"
"633","Electronics Engineer","ENTC_Engineer","Visakhapatnam",456,2,"programming | hardware | analog"
"634","Electronic Technician","ENTC_Engineer","Puducherry",570,2,"aptitude for maths | hardware | circuit design"
"635","Accord Innovations Private Limited","ENTC_Engineer","Bangalore",453,4,"aptitude for maths | hardware | programming"
"636","Elon Power","ENTC_Engineer","Pune",487,4,"circuit design | hardware | programming"
"637","BKC WEATHERSYS PVT. LTD.","ENTC_Engineer","Noida",502,2,"aptitude for maths | circuit design | hardware"
"638","Igenrobotics","ENTC_Engineer","Nagercoil",405,3,"analog | system design | hardware"
"639","Xilinx","Technical_Engineer","Hyderabad",405,4,"programming | hardware | aptitude for maths"
"640","Synopsys","Technical_Engineer","Noida",569,3,"hardware | aptitude for maths | system design"
"641","GMR india Project","ENTC_Engineer","Bangalore",432,4,"aptitude for maths | system design | programming"
"642","Computer Engineer","ENTC_Engineer","Hyderabad",324,4,"system design | analog | aptitude for maths"
"643","Dynamic Star Placement & Consultancy Services","ENTC_Engineer","Greater Noida",582,3,"analog | aptitude for maths | circuit design"
"644","Valeo","ENTC_Engineer","Chennai",300,4,"analog | system design | hardware"
"645","Metro Multimedia Technologies(Digital)","ENTC_Engineer","Mumbai",508,3,"system design | aptitude for maths | hardware"
"646","M-TRANS CORPORATION","ENTC_Engineer","Cochin",577,3,"circuit design | aptitude for maths | analog"
"647","Coord Automation","ENTC_Engineer","Navi Mumbai",504,4,"aptitude for maths | circuit design | programming"
"648","ENTECRES LABS Pvt. Ltd.","ENTC_Engineer","New Delhi",514,4,"circuit design | aptitude for maths | system design"
"649","Scientech","ENTC_Engineer","Indore",377,4,"aptitude for maths | analog | circuit design"
"650","Rudr Consultancy Services","ENTC_Engineer","Nadiad",421,4,"programming | analog | hardware"
"651","Innovate Tech S India","ENTC_Engineer","New Delhi",405,3,"system design | aptitude for maths | programming"
"652","Minda Solution Tech Mark","ENTC_Engineer","Pune",307,4,"programming | aptitude for maths | circuit design"
"653","Multispan Control Instruments","ENTC_Engineer","Ahmedabad",568,3,"analog | hardware | circuit design"
"654","VIVID DISPLAYS","ENTC_Engineer","Coimbatore",349,2,"programming | analog | aptitude for maths"
"655","Prism Surgicare Pvt. Ltd.","ENTC_Engineer","Thane",325,2,"aptitude for maths | hardware | circuit design"
"656","Manheer Singh (Proprietor Of BigBoss Decor)","ENTC_Engineer","Mumbai",577,3,"circuit design | system design | hardware"
"657","Minda Solution Tech Mark","ENTC_Engineer","Coimbatore",368,4,"hardware | analog | programming"
"658","CAREER POINT HR","ENTC_Engineer","Jalandhar",395,4,"circuit design | aptitude for maths | programming"
"659","Nivo Controls Pvt Ltd","ENTC_Engineer","Indore",316,2,"programming | analog | circuit design"
"660","Pla Electro Appliances Private Limited","ENTC_Engineer","Mumbai",417,4,"hardware | analog | system design"
"661","SIGNET ID AUTOMATION SYSTEM PVT LTD","ENTC_Engineer","Cochin",462,2,"programming | hardware | circuit design"
"662","shree services","ENTC_Engineer","Maharashtra",558,4,"circuit design | aptitude for maths | programming"
"663","i2n Technologies","ENTC_Engineer","Bangalore",342,3,"system design | hardware | circuit design"
"664","Valetude Primus Healthcare Pvt. Ltd.","ENTC_Engineer","New Delhi",429,3,"programming | analog | hardware"
"665","Powai Labs","ENTC_Engineer","Mumbai",505,3,"hardware | programming | system design"
"666","INFINITY LASER TECH","ENTC_Engineer","Surat",386,2,"analog | hardware | aptitude for maths"
"667","QuEST Global Engineering Services Private Limited","ENTC_Engineer","Bangalore",548,4,"system design | circuit design | hardware"
"668","PBM Polytex Ltd","ENTC_Engineer","Anand",352,2,"analog | circuit design | programming"
"669","Triotech Engineering India Pvt. Ltd.","ENTC_Engineer","Maharashtra",438,2,"aptitude for maths | analog | system design"
"670","Utopic Tech Pvt ltd","ENTC_Engineer","Indore",331,4,"hardware | system design | programming"
"671","Intel","Technical_Engineer","Noida",594,4,"aptitude for maths | programming | hardware"
"672","Philips","Technical_Engineer","Pune",532,4,"aptitude for maths | programming | hardware"
"673","FundooLabs","ENTC_Engineer","Vadodara",474,2,"analog | circuit design | hardware"
"674","Brose","ENTC_Engineer","Maharashtra",454,3,"aptitude for maths | programming | analog"
"675","Infomedia Solutions And Consultant","ENTC_Engineer","Pune",549,4,"analog | aptitude for maths | hardware"
"676","Theta Control","ENTC_Engineer","Pune",398,4,"circuit design | system design | analog"
"677","Vishal Agarwal (Proprietor of E-Friend Solutions India)","ENTC_Engineer","Indore",372,4,"programming | analog | circuit design"
"678","LaanTek Solutions","ENTC_Engineer","Bangalore",458,2,"programming | circuit design | analog"
"679","SR Expert Services","ENTC_Engineer","New Delhi",316,4,"circuit design | programming | aptitude for maths"
"680","GLOINNT","ENTC_Engineer","Bangalore",424,3,"analog | aptitude for maths | programming"
"681","Vision Esteem","ENTC_Engineer","Chandigarh",317,4,"programming | hardware | system design"
"682","Vijaya Management Services","ENTC_Engineer","Pune",467,4,"hardware | programming | system design"
"683","EQuad Engineering Services","ENTC_Engineer","Chennai",326,3,"hardware | system design | analog"
"684","Electronics Engineer","ENTC_Engineer","Chennai",347,4,"hardware | circuit design | analog"
"685","Campus Component Pvt. Ltd.","ENTC_Engineer","New Delhi",592,3,"aptitude for maths | programming | analog"
"686","Philips","Technical_Engineer","Pune",479,2,"system design | hardware | circuit design"
"687","SIGMA CCTV SYSTEMS","ENTC_Engineer","Ludhiana",504,2,"programming | system design | hardware"
"688","Soroco","Software_Engineer","Bangalore",492,2,"aptitude for maths | circuit design | hardware"
"689","Campus Component Pvt. Ltd.","ENTC_Engineer","New Delhi",582,2,"analog | aptitude for maths | system design"
"690","Vision Esteem","ENTC_Engineer","Baddi",357,2,"analog | aptitude for maths | circuit design"
"691","Sai HR Tech Services","IT_Engineer","Mumbai",351,2,"programming | circuit design | analog"
"692","AJ Career","ENTC_Engineer","Bangalore",381,3,"programming | hardware | analog"
"693","Tech Mahindra Limited","ENTC_Engineer","Hyderabad",387,2,"analog | circuit design | programming"
"694","Riscure","ENTC_Engineer","India",367,2,"programming | analog | system design"
"695","Foxxvonn","ENTC_Engineer","Tiruppur",476,3,"hardware | circuit design | aptitude for maths"
"696","Innerve Power Solutions","ENTC_Engineer","Bangalore",380,3,"aptitude for maths | system design | hardware"
"697","Bharat Service","ENTC_Engineer","Chennai",361,3,"hardware | circuit design | aptitude for maths"
"698","MNL GLUCK SERVICES PVT. LTD","ENTC_Engineer","Faridabad",388,2,"hardware | aptitude for maths | circuit design"
"699","Silicon Labs","Data_Scientist","Hyderabad",389,3,"aptitude for maths | system design | circuit design"
"700","Synopsys","AI_ML_Engineer","Hyderabad",539,4,"circuit design | system design | aptitude for maths"
"701","iTeck solutions","ENTC_Engineer","Thrissur",382,3,"programming | system design | hardware"
"702","LUMINELLE INFRATECH PRIVATE LIMITED","ENTC_Engineer","Noida",593,2,"hardware | analog | aptitude for maths"
"703","GVM RAIL PRIVATE LIMITED","ENTC_Engineer","Mohali",393,3,"circuit design | analog | hardware"
"704","iTeck solutions","ENTC_Engineer","Thrissur",441,3,"circuit design | system design | hardware"
"705","Valetude Primus Healthcare Pvt. Ltd.","ENTC_Engineer","New Delhi",424,2,"programming | hardware | circuit design"
"706","Astromeda Space Pvt Ltd","ENTC_Engineer","Bangalore Rural",546,3,"hardware | aptitude for maths | circuit design"
"707","Metro Multimedia Technologies(Digital)","ENTC_Engineer","Mumbai",446,3,"programming | aptitude for maths | hardware"
"708","Computer Engineer","ENTC_Engineer","Hyderabad",505,2,"system design | hardware | analog"
"709","Dinfotech","ENTC_Engineer","Hyderabad",328,4,"programming | aptitude for maths | analog"
"710","Garima Impex","ENTC_Engineer","Shahdara",431,4,"system design | aptitude for maths | hardware"
"711","Protech Engineeirng & Controls Pvt Ltd","ENTC_Engineer","Mumbai",357,4,"analog | programming | circuit design"
"712","Maxim Integrated","ENTC_Engineer","Gandhinagar",557,4,"aptitude for maths | system design | programming"
"713","AI Engineer","ENTC_Engineer","Shiliguri",418,3,"circuit design | hardware | aptitude for maths"
"714","Electronics Engineer","ENTC_Engineer","Asansol",402,2,"analog | programming | circuit design"
"715","AI Engineer","ENTC_Engineer","Warangal",514,3,"hardware | programming | aptitude for maths"
"716","ASTHRA PROJECTS GROUP","ENTC_Engineer","Hyderabad",581,4,"programming | circuit design | hardware"
"717","Metro Jobs Consultants","ENTC_Engineer","Delhi",507,2,"programming | circuit design | aptitude for maths"
"718","Innovate Tech S India","ENTC_Engineer","Delhi",548,4,"system design | aptitude for maths | programming"
"719","Electrical / Electronics Engineer","ENTC_Engineer","Visakhapatnam",562,3,"programming | aptitude for maths | analog"
"720","Cadx Tools and Technologies PVt Ltd/Novation Hub Pvt. Ltd.","ENTC_Engineer","Bhopal",436,2,"system design | aptitude for maths | circuit design"
"721","Solitaire Infotech Solution","ENTC_Engineer","Kurnool",423,4,"programming | aptitude for maths | analog"
"722","Coord Automation","ENTC_Engineer","Navi Mumbai",393,3,"programming | system design | circuit design"
"723","AJ Career","ENTC_Engineer","Bangalore",399,2,"aptitude for maths | analog | programming"
"724","Bharat Service","ENTC_Engineer","Chennai",519,4,"aptitude for maths | programming | hardware"
"725","Siemens Limited","Technical_Engineer","Goa",552,3,"circuit design | analog | programming"
"726","Solitaire Infotech Solution","ENTC_Engineer","Hyderabad",302,2,"aptitude for maths | system design | hardware"
"727","Electronics Engineer","ENTC_Engineer","Visakhapatnam",331,2,"system design | programming | circuit design"
"728","Electronic Technician","ENTC_Engineer","Puducherry",542,3,"circuit design | analog | programming"
"729","Accord Innovations Private Limited","ENTC_Engineer","Bangalore",388,3,"hardware | analog | programming"
"730","Elon Power","ENTC_Engineer","Pune",316,2,"circuit design | analog | programming"
"731","BKC WEATHERSYS PVT. LTD.","ENTC_Engineer","Noida",571,2,"system design | circuit design | analog"
"732","Igenrobotics","ENTC_Engineer","Nagercoil",462,4,"system design | aptitude for maths | hardware"
"733","Protech Engineeirng & Controls Pvt Ltd","ENTC_Engineer","Mumbai",470,4,"aptitude for maths | system design | analog"
"734","Brinqa","IT_Engineer","Bangalore",460,3,"analog | programming | system design"
"735","GVM RAIL PRIVATE LIMITED","ENTC_Engineer","Mohali",416,2,"analog | system design | programming"
"736","iTeck solutions","ENTC_Engineer","Thrissur",322,2,"hardware | system design | aptitude for maths"
"737","Valetude Primus Healthcare Pvt. Ltd.","ENTC_Engineer","New Delhi",372,2,"system design | aptitude for maths | hardware"
"738","Astromeda Space Pvt Ltd","ENTC_Engineer","Bangalore Rural",552,4,"hardware | analog | circuit design"
"739","Metro Multimedia Technologies(Digital)","ENTC_Engineer","Mumbai",439,2,"hardware | circuit design | system design"
"740","Computer Engineer","ENTC_Engineer","Hyderabad",453,4,"system design | hardware | analog"
"741","Dinfotech","ENTC_Engineer","Hyderabad",410,2,"circuit design | system design | programming"
"742","Garima Impex","ENTC_Engineer","Shahdara",502,3,"analog | circuit design | system design"
"743","Maxim Integrated","ENTC_Engineer","Gandhinagar",451,3,"hardware | aptitude for maths | analog"
"744","AI Engineer","ENTC_Engineer","Shiliguri",580,3,"system design | circuit design | analog"
"745","Electronics Engineer","ENTC_Engineer","Asansol",501,4,"system design | aptitude for maths | hardware"
"746","AI Engineer","ENTC_Engineer","Warangal",449,4,"hardware | analog | system design"
"747","ASTHRA PROJECTS GROUP","ENTC_Engineer","Hyderabad",397,4,"circuit design | analog | system design"
"748","Metro Jobs Consultants","ENTC_Engineer","Delhi",445,4,"programming | circuit design | hardware"
"749","Innovate Tech S India","ENTC_Engineer","Delhi",493,4,"circuit design | system design | hardware"
"750","Electrical / Electronics Engineer","ENTC_Engineer","Visakhapatnam",560,2,"hardware | programming | aptitude for maths"
"751","Cadx Tools and Technologies PVt Ltd/Novation Hub Pvt. Ltd.","ENTC_Engineer","Bhopal",375,2,"system design | hardware | aptitude for maths"
"752","Solitaire Infotech Solution","ENTC_Engineer","Kurnool",430,3,"programming | system design | aptitude for maths"
"753","Coord Automation","ENTC_Engineer","Navi Mumbai",416,4,"hardware | programming | analog"
"754","AJ Career","ENTC_Engineer","Bangalore",417,4,"circuit design | analog | aptitude for maths"
"755","Bharat Service","ENTC_Engineer","Chennai",377,2,"programming | aptitude for maths | circuit design"
"756","Siemens Limited","Technical_Engineer","Goa",322,4,"aptitude for maths | programming | circuit design"
"757","Solitaire Infotech Solution","ENTC_Engineer","Hyderabad",328,2,"programming | circuit design | system design"
"758","Electronics Engineer","ENTC_Engineer","Visakhapatnam",449,3,"aptitude for maths | circuit design | system design"
"759","Electronic Technician","ENTC_Engineer","Puducherry",374,3,"programming | aptitude for maths | system design"
"760","Accord Innovations Private Limited","ENTC_Engineer","Bangalore",451,4,"analog | circuit design | aptitude for maths"
"761","Elon Power","ENTC_Engineer","Pune",590,3,"hardware | circuit design | aptitude for maths"
"762","BKC WEATHERSYS PVT. LTD.","ENTC_Engineer","Noida",435,4,"hardware | circuit design | programming"
"763","Amazon","AI_ML_Engineer","Bangalore",512,2,"programming | statistics | linear algebra"
"764","[24]7.ai","AI_ML_Engineer","Bangalore",381,3,"machine learning algorithms | data modeling | statistics"
"765","MetricStream","AI_ML_Engineer","Bangalore",483,4,"data modeling | probability | machine learning algorithms"
"766","Punchh","Data_Scientist","Jaipur",468,4,"programming | machine learning algorithms | data modeling"
"767","Aera Technology","AI_ML_Engineer","Pune",588,2,"machine learning algorithms | programming | data modeling"
"768","Xactly Corporation","AI_ML_Engineer","Bangalore",513,4,"machine learning algorithms | data modeling | probability"
"769","[24]7.ai","AI_ML_Engineer","Bangalore",420,2,"programming | statistics | probability"
"770","ThoughtSpot","Technical_Engineer","Bangalore",306,3,"probability | data modeling | machine learning algorithms"
"771","Telstra","AI_ML_Engineer","Bangalore",384,3,"probability | data modeling | statistics"
"772","[24]7.ai","Android_developer","Bangalore",544,2,"probability | machine learning algorithms | statistics"
"773","Ericsson-Worldwide","AI_ML_Engineer","Bangalore",405,3,"programming | data modeling | probability"
"774","Acoustic L.P.","AI_ML_Engineer","Pune",476,3,"data modeling | linear algebra | probability"
"775","Telstra","AI_ML_Engineer","Bangalore",467,3,"linear algebra | probability | data modeling"
"776","Epsilon","Technical_Engineer","Mumbai",432,2,"probability | linear algebra | programming"
"777","IBM","IT_Engineer","Bangalore",589,4,"programming | data modeling | probability"
"778","[24]7.ai","AI_ML_Engineer","Bangalore",367,3,"statistics | programming | linear algebra"
"779","J.P. Morgan","AI_ML_Engineer","Bangalore",441,2,"statistics | data modeling | programming"
"780","NVIDIA","Software_Engineer","Pune",569,4,"linear algebra | programming | statistics"
"781","9ine","Technical_Engineer","Pune",506,2,"probability | linear algebra | programming"
"782","iCloudNexus","Technical_Engineer","Hyderabad",589,3,"probability | statistics | data modeling"
"783","IBM","IT_Engineer","Pune",383,2,"statistics | data modeling | programming"
"784","NVIDIA","Software_Engineer","Pune",459,4,"data modeling | statistics | programming"
"785","ThoughtSpot","Software_Engineer","Bangalore",591,3,"probability | data modeling | linear algebra"
"786","Intel","Software_Engineer","Mumbai",555,3,"machine learning algorithms | linear algebra | data modeling"
"787","Codifyd","Android_developer","Mumbai",312,3,"machine learning algorithms | statistics | data modeling"
"788","J.P. Morgan","AI_ML_Engineer","Bangalore",317,3,"linear algebra | programming | machine learning algorithms"
"789","ThoughtSpot","AI_ML_Engineer","Bangalore",565,3,"data modeling | programming | linear algebra"
"790","NVIDIA","AI_ML_Engineer","Pune",369,3,"data modeling | linear algebra | programming"
"791","IBM","AI_ML_Engineer","Gurgaon",568,2,"machine learning algorithms | linear algebra | programming"
"792","Codifyd","Android_developer","Mumbai",499,2,"probability | programming | data modeling"
"793","9ine","Technical_Engineer","Pune",420,4,"programming | statistics | data modeling"
"794","Crinnolabs, Techgenius Robotics","AI_ML_Engineer","Calicut",391,4,"linear algebra | machine learning algorithms | probability"
"795","Telstra","Technical_Engineer","Pune",530,2,"probability | data modeling | statistics"
"796","Shrine Software Services Private limited","Android_developer","Ahmedabad",364,2,"statistics | programming | data modeling"
"797","Gnani.ai","IT_Engineer","Bangalore",593,3,"statistics | programming | probability"
"798","AI Engineer","AI_ML_Engineer","Hosur",431,2,"linear algebra | machine learning algorithms | data modeling"
"799","Snapinsight Solutions Private Limited","AI_ML_Engineer","Mumbai",390,3,"programming | probability | statistics"
"800","Streamingo Solutions Private Limited","Technical_Engineer","Bangalore",514,3,"data modeling | programming | machine learning algorithms"
"801","Cognito BPM Inc.","AI_ML_Engineer","Remote",577,2,"probability | statistics | machine learning algorithms"
"802","Valetude Primus Healthcare Pvt. Ltd.","Software_Engineer","New Delhi",533,2,"probability | data modeling | programming"
"803","Dell Technologies","Technical_Engineer","Gurgaon",560,4,"data modeling | programming | machine learning algorithms"
"804","PARALLELDOTS TECHNOLOGY PRIVATE LIMITED","Technical_Engineer","Gurgaon",554,2,"machine learning algorithms | programming | statistics"
"805","Strokx Technologies","AI_ML_Engineer","India",556,2,"linear algebra | statistics | data modeling"
"806","Vodafone","Technical_Engineer","India",449,4,"data modeling | programming | statistics"
"807","ABB","Technical_Engineer","Bangalore",341,3,"linear algebra | programming | machine learning algorithms"
"808","Dell Technologies","Data_Scientist","Bangalore",448,4,"machine learning algorithms | data modeling | statistics"
"809","Applicate IT Solutions Pvt. Ltd.","Data_Scientist","Gurgaon",467,2,"programming | machine learning algorithms | linear algebra"
"810","QualityKiosk Technologies","Technical_Engineer","Navi Mumbai",536,2,"statistics | linear algebra | probability"
"811","NACTUS INDIA SERVICES PVT LTD","AI_ML_Engineer","Jaipur",540,4,"probability | linear algebra | programming"
"812","Siemens Technology and Services Private Limited","Android_developer","Bangalore",352,3,"machine learning algorithms | statistics | data modeling"
"813","Precision Group","Android_developer","Chennai",339,3,"data modeling | statistics | probability"
"814","Paxcom India Pvt. Ltd. - A Paymentus Company","IT_Engineer","Gurgaon",316,2,"machine learning algorithms | programming | statistics"
"815","ixigo","AI_ML_Engineer","Gurgaon",355,3,"programming | machine learning algorithms | probability"
"816","SymphSol","AI_ML_Engineer","Pune",576,3,"linear algebra | data modeling | probability"
"817","Drishti","AI_ML_Engineer","Bangalore",342,4,"data modeling | statistics | probability"
"818","Gray Matrix","Android_developer","Mumbai",331,3,"programming | data modeling | probability"
"819","Deloitte","AI_ML_Engineer","Bangalore",365,3,"data modeling | statistics | programming"
"820","AI Engineer","Technical_Engineer","Rajkot",462,4,"data modeling | probability | programming"
"821","Euclidz Technologies Pvt. Ltd.","AI_ML_Engineer","Eranakulam",578,3,"linear algebra | machine learning algorithms | statistics"
"822","Mozanta","AI_ML_Engineer","Thiruvananthapuram",437,2,"probability | data modeling | programming"
"823","Gnani.ai","IT_Engineer","Bangalore",568,2,"statistics | machine learning algorithms | probability"
"824","AI Engineer","AI_ML_Engineer","Hosur",417,2,"programming | probability | machine learning algorithms"
"825","Snapinsight Solutions Private Limited","AI_ML_Engineer","Mumbai",432,2,"machine learning algorithms | probability | statistics"
"826","Cognito BPM Inc.","AI_ML_Engineer","Remote",405,4,"programming | data modeling | machine learning algorithms"
"827","Valetude Primus Healthcare Pvt. Ltd.","Software_Engineer","New Delhi",433,4,"statistics | data modeling | programming"
"828","Dell Technologies","Technical_Engineer","Gurgaon",321,3,"machine learning algorithms | programming | linear algebra"
"829","PARALLELDOTS TECHNOLOGY PRIVATE LIMITED","Technical_Engineer","Gurgaon",599,3,"probability | data modeling | linear algebra"
"830","Strokx Technologies","AI_ML_Engineer","India",405,2,"machine learning algorithms | statistics | data modeling"
"831","Vodafone","Technical_Engineer","India",531,4,"data modeling | statistics | programming"
"832","ABB","Technical_Engineer","Bangalore",379,3,"linear algebra | programming | data modeling"
"833","Dell Technologies","Data_Scientist","Bangalore",408,3,"machine learning algorithms | linear algebra | statistics"
"834","Applicate IT Solutions Pvt. Ltd.","Data_Scientist","Gurgaon",421,4,"data modeling | linear algebra | statistics"
"835","QualityKiosk Technologies","Technical_Engineer","Navi Mumbai",419,4,"linear algebra | probability | data modeling"
"836","NACTUS INDIA SERVICES PVT LTD","AI_ML_Engineer","Jaipur",540,2,"linear algebra | machine learning algorithms | probability"
"837","Siemens Technology and Services Private Limited","Android_developer","Bangalore",346,2,"programming | probability | linear algebra"
"838","Precision Group","Android_developer","Chennai",576,3,"linear algebra | probability | statistics"
"839","Paxcom India Pvt. Ltd. - A Paymentus Company","IT_Engineer","Gurgaon",330,2,"machine learning algorithms | probability | linear algebra"
"840","ixigo","AI_ML_Engineer","Gurgaon",319,2,"statistics | data modeling | programming"
"841","SymphSol","AI_ML_Engineer","Pune",420,3,"machine learning algorithms | probability | data modeling"
"842","Drishti","AI_ML_Engineer","Bangalore",366,2,"linear algebra | machine learning algorithms | probability"
"843","Gray Matrix","Android_developer","Mumbai",346,3,"data modeling | machine learning algorithms | probability"
"844","Deloitte","AI_ML_Engineer","Bangalore",448,2,"linear algebra | probability | statistics"
"845","AI Engineer","Technical_Engineer","Rajkot",468,2,"programming | data modeling | statistics"
"846","Euclidz Technologies Pvt. Ltd.","AI_ML_Engineer","Eranakulam",350,4,"data modeling | linear algebra | probability"
"847","Mozanta","AI_ML_Engineer","Thiruvananthapuram",486,3,"data modeling | programming | probability"
"848","Vamstar","Software_Engineer","Bangalore",409,3,"data modeling | probability | programming"
"849","CIGNEX Datamatics","Android_developer","India",497,3,"linear algebra | statistics | machine learning algorithms"
"850","Syngenta","AI_ML_Engineer","India",562,4,"programming | linear algebra | machine learning algorithms"
"851","Vivarttana Technologies","AI_ML_Engineer","Bangalore",585,2,"linear algebra | programming | statistics"
"852","Core.ai","Technical_Engineer","Cochin",329,3,"machine learning algorithms | data modeling | statistics"
"853","Epsilon","Android_developer","Bangalore",555,2,"statistics | programming | probability"
"854","iCliniq","Data_Scientist","Remote",366,3,"programming | linear algebra | data modeling"
"855","Seventh Contact Hiring Solutions","AI_ML_Engineer","Pune",542,4,"programming | probability | statistics"
"856","EY","AI_ML_Engineer","India",340,3,"statistics | data modeling | probability"
"857","CIEL HR Services","Data_Scientist","Bangalore",555,4,"data modeling | linear algebra | machine learning algorithms"
"858","Intel","AI_ML_Engineer","Mumbai",312,3,"probability | programming | machine learning algorithms"
"859","AT&T","AI_ML_Engineer","Bangalore",469,3,"probability | statistics | linear algebra"
"860","TechMatrick","AI_ML_Engineer","Indore",375,2,"data modeling | programming | linear algebra"
"861","Soroco","Technical_Engineer","Bangalore",331,3,"statistics | data modeling | machine learning algorithms"
"862","IBS Software","AI_ML_Engineer","Maharashtra",363,3,"statistics | probability | programming"
"863","Harjai Computers","AI_ML_Engineer","Mumbai",580,4,"linear algebra | probability | statistics"
"864","Intel","AI_ML_Engineer","Bangalore",371,3,"probability | linear algebra | statistics"
"865","IBS Software","AI_ML_Engineer","Maharashtra",582,2,"data modeling | machine learning algorithms | statistics"
"866","Fractal.ai","AI_ML_Engineer","Mumbai",486,3,"statistics | programming | machine learning algorithms"
"867","Intel","Software_Engineer","Bangalore",461,2,"machine learning algorithms | probability | programming"
"868","ANI Calls India Private Limited","AI_ML_Engineer","Bangalore",527,4,"data modeling | probability | statistics"
"869","Blueshift","AI_ML_Engineer","Pune",581,4,"probability | data modeling | statistics"
"870","ANI Calls India Private Limited","AI_ML_Engineer","Noida",458,4,"probability | linear algebra | data modeling"
"871","Deloitte","AI_ML_Engineer","Bangalore",457,4,"data modeling | linear algebra | machine learning algorithms"
"872","Stryker Corporation","AI_ML_Engineer","Gurgaon",522,4,"probability | data modeling | linear algebra"
"873","Intel","AI_ML_Engineer","Bangalore",550,2,"statistics | data modeling | probability"
"874","Nokia","AI_ML_Engineer","Noida",344,4,"linear algebra | statistics | machine learning algorithms"
