"","Company","Job_post","Job_location","Salary_in_thousands","Experience_in_years","Skills"
"each_skill.563","Dresser-Rand India Private Limited","Head of IT Delivery Center","Gurgaon",378,0,"problem solving | debugging | programming"
"each_skill.573","4moles.com","Project Manager - IT","Bhikaji Cama Place",341,4,"problem solving | software development | programming"
"each_skill.583","Blancco","Jr. IT system administrator","Pune",270,4,"problem solving | debugging | programming"
"each_skill.593","FoxyMoron Media Solutions Pvt Ltd","IT Manager","Mumbai",439,0,"programming | analytical abilities | debugging"
"each_skill.603","Infozium","IT Project Manager","Surat",444,6,"object-oriented design | problem solving | software development"
"each_skill.615","S.S.Opal Solutions","System Administrator","Bangalore Rural",353,4,"debugging | software development | analytical abilities"
"each_skill.623","Sensoft Solutions Pvt Ltd","IT Project Manager","Puducherry",422,6,"debugging | software development | programming"
"each_skill.633","Marg Hospitality","IT Executive","Kerala",376,6,"object-oriented design | analytical abilities | problem solving"
"each_skill.643","Sigma AVIT Technology Solutions Pvt Ltd","Senior IT and Network Administrator","Bangalore",352,1,"software development | analytical abilities | object-oriented design"
"each_skill.653","SRI LAXMI TIMBERS PVT LTD.,","IT Manager/Network Administrator","Puducherry",409,4,"object-oriented design | software development | problem solving"
"each_skill.663","eClinicalworks India Pvt Ltd","NOC - System Admin (5 Days working / Rotational Shifts)","Ahmedabad",453,6,"problem solving | object-oriented design | analytical abilities"
"each_skill.673","Zewia Software Solutions Pvt Ltd (Trivandrum/Kochi)","Junior IT Engineer","Thiruvananthapuram",300,4,"debugging | problem solving | programming"
"each_skill.683","VIBCHEM INDIA","Systems & Network Administrator","Indore",491,6,"object-oriented design | software development | debugging"
"each_skill.693","Bajaj Allianz General Insurance Company","IT Support Virtual Office","Pune",407,3,"analytical abilities | software development | programming"
"each_skill.703","IBRONIX Technology Solutions PVT LTD","IT Helpdesk Engineer","Chennai",278,3,"object-oriented design | programming | problem solving"
"each_skill.715","Agile Practitioners, LLC","US IT Recruiter","Delhi",278,6,"debugging | problem solving | software development"
"each_skill.723","Mastree","Non IT Recruiter","Remote",201,5,"software development | analytical abilities | problem solving"
"each_skill.733","SuperProcure","Product Manager - IT (Remote)","India",461,2,"problem solving | software development | programming"
"each_skill.743","Survik software Pvt. Ltd.","IT Recruiter","Maharashtra",293,3,"programming | object-oriented design | debugging"
"each_skill.753","Discover Dollar","IT Security & Compliance Manager","India",393,1,"debugging | analytical abilities | object-oriented design"
"each_skill.763","BIGHNESH CORPORATION","Assistant Manager - IT Infrastrusture(From Manufacturing Company Only)","Calcutta",245,3,"debugging | object-oriented design | software development"
"each_skill.773","SK Minerals","Group IT Manager","Khanna",211,3,"debugging | analytical abilities | object-oriented design"
"each_skill.783","Agro Indus Credits Limited","Support Executive-IT","Cochin",201,3,"debugging | programming | problem solving"
"each_skill.793","PreventiNe Life Care","IT Support Technician","Navi Mumbai",318,5,"programming | problem solving | debugging"
"each_skill.803","KC Garments Pvt Ltd","System Administrator","India",230,4,"debugging | object-oriented design | software development"
"each_skill.815","YMCA International Club","IT manager","Ahmedabad",340,4,"software development | programming | object-oriented design"
"each_skill.823","Dresser-Rand India Private Limited","Head of IT Delivery Center","Gurgaon",445,4,"debugging | analytical abilities | object-oriented design"
"each_skill.833","4moles.com","Project Manager - IT","Bhikaji Cama Place",235,6,"debugging | programming | object-oriented design"
"each_skill.843","Blancco","Jr. IT system administrator","Pune",486,4,"programming | problem solving | analytical abilities"
"each_skill.853","FoxyMoron Media Solutions Pvt Ltd","IT Manager","Mumbai",425,4,"debugging | analytical abilities | programming"
"each_skill.863","PATTERNS","IT Hardware & Networking engineer","Vadodara",424,6,"software development | problem solving | object-oriented design"
"each_skill.873","Unusual Hire","IT Support Executive","Bangalore",479,2,"software development | programming | problem solving"
"each_skill.883","South India Agencies","IT Executive","Bangalore",393,2,"programming | problem solving | debugging"
"each_skill.893","SN Tech Sol Pvt Ltd","Online bidder (IT)- upwork, Guru , freelancer only exp candidates","Delhi",217,2,"problem solving | debugging | programming"
"each_skill.903","Philips","GBS IT Transition Coordinator","Chennai",421,4,"problem solving | analytical abilities | software development"
"each_skill.915","Boston Consulting Group","IT HR Senior Developer","New Delhi",429,0,"object-oriented design | problem solving | debugging"
"each_skill.923","Micron Technology","IT Model N Functional Analyst","Hyderabad",272,2,"debugging | object-oriented design | problem solving"
"each_skill.933","Genpact","Manager - HR IT Integrations specialist","Gurgaon",432,2,"object-oriented design | programming | analytical abilities"
"each_skill.943","Parexel","IT HR Systems, Reports and Analytics","Hyderabad",485,4,"debugging | programming | object-oriented design"
"each_skill.953","Amazon","IT App Dev Engineer","Hyderabad",318,5,"object-oriented design | software development | analytical abilities"
"each_skill.963","Teva Pharmaceuticals","IT On-Site Support Specialist II","Goa",220,2,"analytical abilities | software development | object-oriented design"
"each_skill.973","Dell Technologies","Principal Software Engineer- IT","Hyderabad",489,5,"software development | analytical abilities | object-oriented design"
"each_skill.983","Micron Technology","IT Content Design Analyst","Hyderabad",333,0,"software development | debugging | analytical abilities"
"each_skill.993","Thermo Fisher Scientific","Senior Manager IT","Mumbai",271,6,"debugging | programming | problem solving"
"each_skill.1003","Capco","Data IT Ingestion","Bangalore",224,6,"problem solving | programming | software development"
"each_skill.1015","Micron Technology","IT Salesforce Functional Analyst","Hyderabad",453,4,"object-oriented design | analytical abilities | debugging"
"each_skill.1023","Novartis","Sourcing Manager - IT & Digital","Hyderabad",218,4,"programming | object-oriented design | problem solving"
"each_skill.1033","Amazon","Central Support IT Services Manager","Bangalore",222,0,"software development | programming | object-oriented design"
"each_skill.1043","Synopsys","IT Architect, Sr I","Bangalore",441,5,"programming | problem solving | object-oriented design"
"each_skill.1053","GEP","Assistant Manager - IT Infra","Navi Mumbai",205,0,"debugging | analytical abilities | object-oriented design"
"each_skill.1063","Flex","Manager IT Operations & Infrastucture","Sriperumbudur",475,5,"analytical abilities | debugging | programming"
"each_skill.1073","Outland Expert Consultancy SCO-21/22/23 Sector - 82 Mohali","Tele Sales / Counsellors / Receptionist / IT Expert","SAS Nagar",290,3,"debugging | analytical abilities | object-oriented design"
"each_skill.1083","Micron Technology","IT - Business Analyst SAP Production Planning","Hyderabad",336,1,"debugging | programming | problem solving"
"each_skill.1093","Capgemini","IT Security Lead | 9 to 12 years | Bengaluru &","Mumbai",341,5,"debugging | software development | object-oriented design"
"each_skill.1103","Boston Consulting Group","IT Scrum Master Lead","New Delhi",388,1,"object-oriented design | programming | software development"
"each_skill.1115","Deutsche Bank","Fullstack Developer for NFRM IT","Pune",381,5,"problem solving | analytical abilities | programming"
"each_skill.1123","Micron Technology","IT Software Engineer - SAP APO ABAP Developer","Hyderabad",427,0,"object-oriented design | problem solving | analytical abilities"
"each_skill.1133","PepsiCo","Architect, Network, IT Infrastucture","Hyderabad",234,0,"object-oriented design | problem solving | software development"
"each_skill.1143","Capgemini","IT Security Assessment Lead | 9 to 12 years |","Mumbai",240,0,"programming | problem solving | debugging"
"each_skill.1153","Trafigura","AVP - IT Trading Application Support","Mumbai",383,1,"programming | software development | debugging"
"each_skill.1163","MINDBODY","IT Engineer II - Platform","Pune",275,4,"software development | debugging | programming"
"each_skill.1173","MINDBODY","Manager, IT Engineering","Pune",479,1,"programming | software development | analytical abilities"
"each_skill.1183","Micron Technology","IT Project Manager /Scrum Master Supply Chain","Hyderabad",412,6,"debugging | software development | object-oriented design"
"each_skill.1193","J.P. Morgan","IT Audit","Mumbai",460,0,"debugging | object-oriented design | analytical abilities"
"each_skill.1203","Genpact","Senior Manager - Voice Build Corp - IT","Hyderabad",267,5,"programming | analytical abilities | debugging"
"each_skill.1215","ChargePoint","IT Service Desk Engineer","Gurgaon",311,5,"software development | debugging | analytical abilities"
"each_skill.1223","Infozium","IT Project Manager","Surat",498,3,"object-oriented design | programming | problem solving"
"each_skill.1233","S.S.Opal Solutions","System Administrator","Bangalore Rural",497,0,"software development | problem solving | object-oriented design"
"each_skill.1243","Sensoft Solutions Pvt Ltd","IT Project Manager","Puducherry",485,1,"analytical abilities | debugging | problem solving"
"each_skill.1253","Marg Hospitality","IT Executive","Kerala",393,4,"debugging | problem solving | analytical abilities"
"each_skill.1263","Sigma AVIT Technology Solutions Pvt Ltd","Senior IT and Network Administrator","Bangalore",223,4,"software development | debugging | object-oriented design"
"each_skill.1273","SRI LAXMI TIMBERS PVT LTD.,","IT Manager/Network Administrator","Puducherry",275,3,"programming | software development | object-oriented design"
"each_skill.1283","eClinicalworks India Pvt Ltd","NOC - System Admin (5 Days working / Rotational Shifts)","Ahmedabad",396,5,"software development | debugging | object-oriented design"
"each_skill.1293","Zewia Software Solutions Pvt Ltd (Trivandrum/Kochi)","Junior IT Engineer","Thiruvananthapuram",445,0,"problem solving | software development | debugging"
"each_skill.1303","VIBCHEM INDIA","Systems & Network Administrator","Indore",399,1,"object-oriented design | software development | programming"
"each_skill.1315","Bajaj Allianz General Insurance Company","IT Support Virtual Office","Pune",326,1,"software development | object-oriented design | problem solving"
"each_skill.1323","IBRONIX Technology Solutions PVT LTD","IT Helpdesk Engineer","Chennai",294,0,"software development | debugging | object-oriented design"
"each_skill.1333","Agile Practitioners, LLC","US IT Recruiter","Delhi",467,4,"debugging | problem solving | analytical abilities"
"each_skill.1343","Mastree","Non IT Recruiter","Remote",360,5,"object-oriented design | debugging | programming"
"each_skill.1353","SuperProcure","Product Manager - IT (Remote)","India",446,4,"problem solving | debugging | analytical abilities"
"each_skill.1363","Survik software Pvt. Ltd.","IT Recruiter","Maharashtra",486,1,"programming | software development | debugging"
"each_skill.1373","Discover Dollar","IT Security & Compliance Manager","India",485,4,"object-oriented design | problem solving | debugging"
"each_skill.1383","BIGHNESH CORPORATION","Assistant Manager - IT Infrastrusture(From Manufacturing Company Only)","Calcutta",292,6,"software development | analytical abilities | programming"
"each_skill.1393","SK Minerals","Group IT Manager","Khanna",457,3,"software development | programming | problem solving"
"each_skill.1403","Agro Indus Credits Limited","Support Executive-IT","Cochin",327,5,"debugging | analytical abilities | object-oriented design"
"each_skill.1415","PreventiNe Life Care","IT Support Technician","Navi Mumbai",261,4,"programming | debugging | object-oriented design"
"each_skill.1423","KC Garments Pvt Ltd","System Administrator","India",423,3,"software development | debugging | object-oriented design"
"each_skill.1433","YMCA International Club","IT manager","Ahmedabad",303,6,"software development | programming | problem solving"
"each_skill.1443","Dresser-Rand India Private Limited","Head of IT Delivery Center","Gurgaon",438,5,"programming | analytical abilities | debugging"
"each_skill.1453","4moles.com","Project Manager - IT","Bhikaji Cama Place",403,2,"analytical abilities | debugging | problem solving"
"each_skill.1463","Blancco","Jr. IT system administrator","Pune",408,1,"debugging | problem solving | analytical abilities"
"each_skill.1473","FoxyMoron Media Solutions Pvt Ltd","IT Manager","Mumbai",241,6,"problem solving | software development | object-oriented design"
"each_skill.1483","PATTERNS","IT Hardware & Networking engineer","Vadodara",373,5,"software development | analytical abilities | object-oriented design"
"each_skill.1493","Unusual Hire","IT Support Executive","Bangalore",484,6,"programming | software development | debugging"
"each_skill.1503","South India Agencies","IT Executive","Bangalore",388,4,"analytical abilities | problem solving | programming"
"each_skill.1513","SN Tech Sol Pvt Ltd","Online bidder (IT)- upwork, Guru , freelancer only exp candidates","Delhi",416,5,"software development | analytical abilities | object-oriented design"
"each_skill4","EDDY CURRENT CONTROLS (I) LTD","Electronics Research Engineer","Kizhake Chalakudi",419,5,"circuit design | system design | programming"
"each_skill.164","VMM Talentcorp","Electronics Engineer","Royapettah",410,6,"programming | hardware | aptitude for maths"
"each_skill.216","AUTODATA","Power Electronics Design Engineer","Navi Mumbai",587,5,"aptitude for maths | system design | circuit design"
"each_skill.316","Caruna seating","Trainee Junior Electronics Embedded Engineer","India",526,1,"analog | aptitude for maths | system design"
"each_skill.416","Shakun Sharma (Proprietor Of FM Industry)","Electronics Engineer, Electrical Engineer","Delhi",349,6,"analog | system design | hardware"
"each_skill.516","Astromeda Space Pvt Ltd","Electronics Engineer","Bangalore Rural",546,1,"aptitude for maths | programming | hardware"
"each_skill.616","Vijaya Management Services","Electrical / Electronics Engineer","Pune",472,4,"system design | circuit design | hardware"
"each_skill.716","Alliance Meditech Pvt Ltd","Trainee Electronics Engineer","Mandideep",461,6,"programming | hardware | circuit design"
"each_skill.816","Metro Jobs Consultants","Electronics Engineer","Delhi",497,0,"analog | programming | hardware"
"each_skill.916","Guptha Infraventures And Constructions Private Limited","Electrical Engineer","Jharsuguda",558,0,"hardware | circuit design | system design"
"each_skill.1016","Voic Networks Pvt Ltd","Technical Support Engineer","Delhi",470,6,"programming | analog | aptitude for maths"
"each_skill.1116","Colossal Service Solutions","Electrical and Electronics Field Engineer","Calcutta",348,0,"circuit design | hardware | system design"
"each_skill.1216","Synopsys","R&D Engineer","Delhi",398,0,"circuit design | analog | system design"
"each_skill.1316","Computer Engineer","Junior Electronics Engineer","Hyderabad",389,1,"analog | hardware | system design"
"each_skill.1416","Bajaj Group","Mechanical & Electrical Engineer","Calcutta",543,0,"analog | hardware | programming"
"each_skill.1514","Hero Moto Corp","ENGINEER-ENGINE-CALIBRATION","Jaipur",485,3,"system design | circuit design | aptitude for maths"
"each_skill.165","AMBRANE INDIA PVT LTD","Quality Engineer - B. Tech ( ECE ) Freshers","Sonipat",463,4,"programming | circuit design | system design"
"each_skill.174","Precise","Electronics/Instrumentation Engineer","Mumbai",475,5,"aptitude for maths | hardware | system design"
"each_skill.184","Textron India PVT Limited","Engineer I","Bangalore",533,5,"aptitude for maths | hardware | circuit design"
"each_skill.194","Metro Jobs Consultants","Test Engineer, Electronics Engineer, Process Engineer, Mechatronics Engineer","Delhi",508,0,"hardware | circuit design | analog"
"each_skill.204","Sarbani Electricals Services","Electrical Testing and Commissioning Engineer","Bhubaneshwar",361,5,"system design | hardware | circuit design"
"each_skill.217","Evosoftindia","Network Engineer","Cochin",359,2,"analog | circuit design | programming"
"each_skill.224","ASTHRA PROJECTS GROUP","PCB CAM Engineer","Hyderabad",483,0,"system design | aptitude for maths | circuit design"
"each_skill.234","IONOTRONICS TECHNOLOGIES Private Limited","Quality Engineer - LED TV","Greater Noida",413,3,"hardware | circuit design | programming"
"each_skill.244","Renovision Automation Services Pvt. Ltd","Network Engineer","Delhi",548,6,"hardware | circuit design | programming"
"each_skill.254","GTPL Hathway Limited","Headend Engineer","Ahmedabad",591,6,"hardware | aptitude for maths | system design"
"each_skill.264","Siemens Limited","Maintenance Engineer","Goa",397,2,"analog | aptitude for maths | programming"
"each_skill.274","Infomedia Solutions And Consultant","Quality Assurance/Control (QA/QC), Electronics Engineer","Pune",582,3,"aptitude for maths | system design | programming"
"each_skill.284","Coord Automation","Electronics Engineer","Navi Mumbai",325,5,"aptitude for maths | analog | programming"
"each_skill.294","Light Microfinance","Hardware and Network Engineer","India",350,1,"analog | hardware | aptitude for maths"
"each_skill.304","Micron Technology","Staff Design Engineer","Hyderabad",500,2,"circuit design | programming | hardware"
"each_skill.317","Amazon","Data Center Regional Electrical Engineer (Field Engineering)","Hyderabad",405,5,"circuit design | analog | aptitude for maths"
"each_skill.324","VIVID DISPLAYS","Electronics Engineer","Coimbatore",454,3,"circuit design | analog | aptitude for maths"
"each_skill.334","Rudr Consultancy Services","Electronics Engineer","Nadiad",300,3,"programming | circuit design | hardware"
"each_skill.344","Vudum Srinu (Proprietor Of Suncity Star Technology)","Electronics Hardware Engineer","Amravati",398,4,"programming | system design | circuit design"
"each_skill.354","Aeromech Equipments Private Limited","Field Service Engineer","Chennai",379,5,"programming | hardware | analog"
"each_skill.364","Dell Technologies","Field Service Engineer 1","India",377,6,"analog | system design | aptitude for maths"
"each_skill.374","Utopic Tech","Electronics Engineer","Pune",519,2,"system design | aptitude for maths | circuit design"
"each_skill.384","People First Consultants","Engineer/Senior Engineer Electronics","Belgaum",575,4,"hardware | aptitude for maths | programming"
"each_skill.394","Innovate Tech S India","Electronics Engineer","New Delhi",371,4,"circuit design | system design | hardware"
"each_skill.404","Coord Automation","Electronics Engineer","Navi Mumbai",518,3,"aptitude for maths | programming | circuit design"
"each_skill.417","AUTODATA","Power Electronics Design Engineer","Navi Mumbai",373,5,"hardware | analog | programming"
"each_skill.424","Cisco Systems","Hardware Engineer (New Grad) - India UHR","Bangalore",414,6,"analog | circuit design | programming"
"each_skill.434","Philips","Electrical Designer - Cables - STET","Pune",469,0,"analog | programming | circuit design"
"each_skill.444","Coimbatore base company","Electronics Hardware Engineer","Coimbatore",437,2,"system design | aptitude for maths | programming"
"each_skill.454","CAREER POINT HR","Electronics Engineer","Jalandhar",417,2,"system design | aptitude for maths | hardware"
"each_skill.464","Hiren B Patel (Proprietor Of Bajaj India Service)","Design Engineer - Electronics","Villupuram",423,0,"system design | aptitude for maths | analog"
"each_skill.474","Scientech","Power Electronics Design Engineer","Indore",508,2,"analog | system design | aptitude for maths"
"each_skill.484","INFINITY LASER TECH","Electronics Engineer","Surat",549,3,"aptitude for maths | hardware | circuit design"
"each_skill.494","Vudum Srinu (Proprietor Of Suncity Star Technology)","Electronics Design Engineer","Thiruvananthapuram",540,0,"aptitude for maths | hardware | circuit design"
"each_skill.504","Incredible Devices","Electronics Engineer","Noida",492,1,"hardware | aptitude for maths | circuit design"
"each_skill.517","Shakun Sharma (Proprietor Of FM Industry)","Electronics Design Engineer","Allahabad",581,2,"programming | analog | system design"
"each_skill.524","General Electric","Lead Engineer - Electronic Harware","Chennai",442,0,"aptitude for maths | hardware | programming"
"each_skill.534","Max Business Consultancy Private Limited","Electronics Design Engineer","Ghaziabad",319,3,"hardware | programming | system design"
"each_skill.544","MagnaCool Engineers","Service Engineer","Bangalore",587,5,"circuit design | system design | programming"
"each_skill.554","FundooLabs","Electronics / Embedded Design Engineer","Vadodara",508,3,"analog | hardware | aptitude for maths"
"each_skill.564","Nokia","Packet Core Design Engineer","Noida",503,5,"aptitude for maths | circuit design | system design"
"each_skill.574","AI Engineer","Electronics costing Engineer","Mumbai",305,5,"programming | system design | hardware"
"each_skill.584","Pla Electro Appliances Private Limited","Electronics Design Engineer","Mumbai",483,4,"programming | system design | circuit design"
"each_skill.594","Deutsche Bank","Engineer","Bangalore",459,1,"programming | system design | circuit design"
"each_skill.604","Minda Solution Tech Mark","Electronics Design Engineer","Coimbatore",304,2,"analog | aptitude for maths | hardware"
"each_skill.617","Inxee Systems","PCB Design Engineer","Gurgaon",529,2,"analog | circuit design | hardware"
"each_skill.624","Synopsys","AMS Layout Design Engineer","Hyderabad",598,4,"programming | analog | hardware"
"each_skill.634","Deutsche Bank","Authorisation Services Engineer – Lead","Pune",358,5,"circuit design | system design | analog"
"each_skill.644","Nivo Controls Pvt Ltd","Electronics Design Engineer","Indore",359,3,"hardware | system design | programming"
"each_skill.654","Vision Esteem","Electronics and Electrical Engineer / Application Engineer","Chandigarh",530,4,"programming | circuit design | aptitude for maths"
"each_skill.664","Spectrum Embedded Solution","PCB Design Engineer","Coimbatore",357,0,"hardware | analog | circuit design"
"each_skill.674","Zettaone Technologies","PCB Design Engineer","Krishnagiri",406,0,"hardware | programming | analog"
"each_skill.684","PIXELR Innovations","Engineer Electronics","Bangalore",540,1,"aptitude for maths | programming | system design"
"each_skill.694","Vudum Srinu (Proprietor Of Suncity Star Technology)","Design Engineer - Electronics","Indore",418,4,"circuit design | programming | aptitude for maths"
"each_skill.704","Vision Esteem","Diploma Engineer - Electronics / Electrical Fresher","Baddi",382,5,"system design | circuit design | aptitude for maths"
"each_skill.717","Precise","Electronics/Instrumentation Engineer","Mumbai",533,3,"circuit design | aptitude for maths | programming"
"each_skill.724","Riscure","Senior Electronics Product Engineer","India",306,1,"analog | system design | hardware"
"each_skill.734","Engineering manufacturing company","Electronics Engineer(Hardware)","Vadodara",391,1,"analog | system design | circuit design"
"each_skill.744","Nice power","Electronic Engineer","Mumbai",300,1,"circuit design | system design | analog"
"each_skill.754","Vudum Srinu (Proprietor Of Suncity Star Technology)","Electronic Engineer","Palghat",353,0,"hardware | aptitude for maths | system design"
"each_skill.764","Oloop Technology Solutions Private Limited","Electronics/Instrumentation Engineer","India",375,2,"aptitude for maths | system design | programming"
"each_skill.774","Aristocrat Technologies","Engineer","Noida",553,3,"analog | programming | hardware"
"each_skill.784","Theta Control","Sr Engineer, Power Electronics","Pune",367,3,"analog | hardware | circuit design"
"each_skill.794","Edwisely","Content Curator - Electronics and communication Engineering","Hyderabad",420,0,"hardware | circuit design | aptitude for maths"
"each_skill.804","Duck Creek Technologies","Server Database Service Engineer I","Mumbai",520,3,"hardware | system design | programming"
"each_skill.817","Ericsson-Worldwide","Integration Engineer","Noida",551,1,"analog | programming | system design"
"each_skill.824","Synopsys","Senior R&D Engineer","Hyderabad",314,4,"circuit design | system design | programming"
"each_skill.834","Varuni Consultancy","electronics and communication engineer(C-105)","Khanna",539,1,"hardware | aptitude for maths | programming"
"each_skill.844","EQuad Engineering Services","Electronics Hardware & Embedded Engineer","Chennai",463,6,"hardware | circuit design | system design"
"each_skill.854","e-con Systems","PCB Design Engineer","Chennai",581,4,"system design | circuit design | hardware"
"each_skill.864","Solitaire Infotech Solution","Electronics Design development Engineer","Bhubaneshwar",495,6,"circuit design | aptitude for maths | system design"
"each_skill.874","DTCC","Senior Infrastructure Services Engineer (JIRA developer / Admin)","India",457,4,"aptitude for maths | system design | programming"
"each_skill.884","Minda Solution Tech Mark","Electronics Service Engineer","Mumbai",300,4,"programming | hardware | system design"
"each_skill.894","Ascenten Technologies","Hardware Engineer","Ahmedabad",407,0,"analog | hardware | programming"
"each_skill.904","Placement Planet","Hardware Engineer","Ahmedabad",588,3,"programming | aptitude for maths | circuit design"
"each_skill.917","Sai HR Tech Services","POSITION: TRAINEE ENGINEER –ELECTRONIC/TELECOMMMUNICATION/INSTRUMENTATION","Mumbai",422,2,"circuit design | system design | programming"
"each_skill.924","Sun Smart Systems Private Limited","Technology (IT), Electronics Engineer, SDET Engineer, Test Engineer","Coimbatore",399,3,"hardware | system design | analog"
"each_skill.934","Eurth Techtronics","Electronics R&D Engineer","Vijayawada",531,1,"circuit design | analog | hardware"
"each_skill.944","Micron Technology","Senior Design Engineer","Hyderabad",317,5,"hardware | analog | programming"
"each_skill.954","Micron Technology","Principal Physical Design Engineer","Hyderabad",402,6,"programming | analog | system design"
"each_skill.964","AccMediTech,","Engineer Trainee(Mechanical Engineer/Electrical Engineer/Electronics Engineer)","Hyderabad",404,0,"analog | circuit design | aptitude for maths"
"each_skill.974","EQuad Engineering Services","Hardware Engineer - Electronics Division","Chennai",481,2,"programming | analog | system design"
"each_skill.984","Silicon Labs","Sr Applications Engineer","Hyderabad",415,2,"circuit design | hardware | analog"
"each_skill.994","Electronics Engineer","Electronic Design Engineer For Freshers","Chennai",342,0,"hardware | system design | aptitude for maths"
"each_skill.1004","Campus Component Pvt. Ltd.","Field Application Engineer (electronics sales)","New Delhi",302,0,"hardware | analog | aptitude for maths"
"each_skill.1017","Campus Component Pvt. Ltd.","Sales Engineer (electronics)","New Delhi",391,0,"programming | hardware | system design"
"each_skill.1024","Talent Zone Consultants","Electronics Hardware Engineer-Coimbatore","Coimbatore",419,6,"circuit design | analog | hardware"
"each_skill.1034","Colossal Service Solutions","Electrical and Electronics Field Engineer","Calcutta",464,4,"circuit design | analog | hardware"
"each_skill.1044","AGNI CONTROLS","Embedded Engineer","Chennai",402,2,"circuit design | hardware | aptitude for maths"
"each_skill.1054","Vudum Srinu (Proprietor Of Suncity Star Technology)","Process Engineer, Electronics Engineer, Project Management, CAD-CAM/Electronics Drafter","Amravati",556,6,"hardware | aptitude for maths | analog"
"each_skill.1064","Electronic Technician","Electronics Service Engineer","Jamshedpur",429,0,"circuit design | analog | aptitude for maths"
"each_skill.1074","DELL","Software Engineer 2 - India R&D","Bangalore",549,0,"hardware | circuit design | programming"
"each_skill.1084","EDDY CURRENT CONTROLS (I) LTD","Electronics Research Engineer","Kizhake Chalakudi",368,2,"analog | hardware | aptitude for maths"
"each_skill.1094","Vijaya Management Services","Hardware Testing Engineer- Electronics","Pune",509,3,"hardware | aptitude for maths | analog"
"each_skill.1104","ConWo Tech","Electronics Engineering Internship","Bangalore",588,3,"system design | hardware | aptitude for maths"
"each_skill.1117","Aaron lights Pvt Ltd","Electronic hardware engineer","Bangalore",512,6,"programming | circuit design | analog"
"each_skill.1124","Ayan Consultancy","Trainee Engineer","Bhubaneshwar",569,0,"circuit design | hardware | aptitude for maths"
"each_skill.1134","JOBS GURU THE PLACEMENT CONSULTANT,LUDHIANA,PUNJAB","electronics and communication engineer","Chandigarh",437,5,"hardware | system design | aptitude for maths"
"each_skill.1144","Paradise Placement Consultancy","Electronics/Instrumentation Engineer, Service Engineer, Service Engineer","India",437,3,"circuit design | aptitude for maths | system design"
"each_skill.1154","Manufacturing and Engineering","Trainee Engineer","Pune",441,3,"programming | hardware | circuit design"
"each_skill.1164","All Wave AV Systems Pvt Ltd","electronics and communication engineer","Mumbai",468,5,"system design | programming | circuit design"
"each_skill.1174","Electronics Engineer","Junior Electronics Engineer","Asansol",399,6,"analog | system design | circuit design"
"each_skill.1184","Royal Placement","Urgent Hiring For Electrical and Electronics Engineering","Coimbatore",387,6,"analog | system design | programming"
"each_skill.1194","Synopsys","Applications Engineer","Hyderabad",435,6,"hardware | programming | analog"
"each_skill.1204","Lotus","Electronic Service Engineer","Bangalore",345,6,"circuit design | hardware | system design"
"each_skill.1217","Lyra Infosystems","Embedded Engineer","Bangalore",345,2,"hardware | circuit design | programming"
"each_skill.1224","SIGMA CCTV SYSTEMS","Electronic Engineer","Ludhiana",553,1,"circuit design | analog | system design"
"each_skill.1234","Utopic Tech Pvt ltd","Electronic Engineer","Indore",565,5,"system design | hardware | analog"
"each_skill.1244","Varal Consultancy DMCC","Software Design Engineer","Cochin",413,1,"circuit design | system design | hardware"
"each_skill.1254","Systel Rugged Computers India LLP","Electronic Engineer","Navi Mumbai",376,2,"system design | analog | programming"
"each_skill.1264","Virtuoso Recruitment Solutions","Electrical Engineer","Cochin",321,4,"circuit design | aptitude for maths | hardware"
"each_skill.1274","Infomedia Solutions And Consultant","Electrical Engineer / Electronics For wiring harness industry","Pune",334,3,"hardware | aptitude for maths | analog"
"each_skill.1284","AI Engineer","Electronics engineer","Shiliguri",556,1,"programming | aptitude for maths | circuit design"
"each_skill.1294","Siemens Technology and Services Private Limited","Electrical Engineer","Chennai",592,5,"hardware | system design | programming"
"each_skill.1304","Fortinet","Professional Services Engineer 3","Bangalore",478,6,"aptitude for maths | hardware | analog"
"each_skill.1317","Prism Surgicare Pvt. Ltd.","Electronics Design Engineer","Thane",398,3,"system design | hardware | programming"
"each_skill.1324","Schneider Electric","Engineer - Test industrialization","Bangalore",591,0,"system design | programming | analog"
"each_skill.1334","Solitaire Infotech Solution","Electronic Hardware Design Engineer","Mumbai",312,6,"analog | circuit design | system design"
"each_skill.1344","BioFi Medical Healthcare India Pvt Ltd","PCB Design Engineer","Karnataka",347,2,"circuit design | aptitude for maths | system design"
"each_skill.1354","Zetamp Energy Solutions","PCB Design Engineer","Bangalore",445,6,"hardware | aptitude for maths | system design"
"each_skill.1364","Vision Esteem","PCB Design Engineer","SAS Nagar",529,5,"programming | circuit design | analog"
"each_skill.1374","Philips","Procurement Engineer","Pune",494,2,"circuit design | aptitude for maths | hardware"
"each_skill.1384","Microsoft","Service Engineer","Hyderabad",500,1,"system design | aptitude for maths | programming"
"each_skill.1394","Qualcomm Incorporated","Graphics DV Senior Engineer","Bangalore",414,5,"system design | programming | circuit design"
"each_skill.1404","Shakun Sharma (Proprietor Of FM Industry)","Electronics Engineer, Electrical Engineer","New Delhi",565,0,"system design | hardware | programming"
"each_skill.1417","Dots Info Systems(India) Pvt. Ltd.","Hardware Engineer","Maharashtra",553,1,"circuit design | aptitude for maths | programming"
